state_index,expert,expert_index,predicted_score,true_negative_mae,true_mae
92,DLinear,0,1.4156103134155273,-0.7447234392166138,0.7447234392166138
92,PatchTST,1,0.36007651686668396,-0.7285911440849304,0.7285911440849304
92,TimesNet,3,0.46805739402770996,-0.7963131666183472,0.7963131666183472
92,ModernTCN,4,0.052834250032901764,-0.7544171214103699,0.7544171214103699
93,DLinear,0,1.4728107452392578,-0.7447234392166138,0.7447234392166138
93,iTransformer,2,-0.39514464139938354,-0.7681260704994202,0.7681260704994202
93,TimesNet,3,0.41703587770462036,-0.7963131666183472,0.7963131666183472
93,ModernTCN,4,0.04313421994447708,-0.7544171214103699,0.7544171214103699
94,PatchTST,1,0.2909066379070282,-0.7285911440849304,0.7285911440849304
94,iTransformer,2,-0.41610223054885864,-0.7681260704994202,0.7681260704994202
94,TimesNet,3,0.30079883337020874,-0.7963131666183472,0.7963131666183472
94,ModernTCN,4,-0.07605966180562973,-0.7544171214103699,0.7544171214103699
95,DLinear,0,1.5604485273361206,-0.7447234392166138,0.7447234392166138
95,PatchTST,1,0.3756272792816162,-0.7285911440849304,0.7285911440849304
95,iTransformer,2,-0.4383109211921692,-0.7681260704994202,0.7681260704994202
95,TimesNet,3,0.41754311323165894,-0.7963131666183472,0.7963131666183472
95,ModernTCN,4,0.057308293879032135,-0.7544171214103699,0.7544171214103699
97,DLinear,0,1.0867596864700317,-0.9557799100875854,0.9557799100875854
98,PatchTST,1,0.19565501809120178,-0.9128678441047668,0.9128678441047668
99,iTransformer,2,-0.6074056029319763,-0.9030627012252808,0.9030627012252808
100,TimesNet,3,-0.02444256842136383,-0.975497841835022,0.975497841835022
101,ModernTCN,4,-0.028232835233211517,-0.9333237409591675,0.9333237409591675
102,DLinear,0,1.4460982084274292,-0.9557799100875854,0.9557799100875854
102,PatchTST,1,0.28309792280197144,-0.9128678441047668,0.9128678441047668
103,DLinear,0,1.3863316774368286,-0.9557799100875854,0.9557799100875854
103,iTransformer,2,-0.2572367787361145,-0.9030627012252808,0.9030627012252808
104,DLinear,0,1.092138648033142,-0.9557799100875854,0.9557799100875854
104,TimesNet,3,0.32217592000961304,-0.975497841835022,0.975497841835022
105,DLinear,0,1.4526867866516113,-0.9557799100875854,0.9557799100875854
105,ModernTCN,4,0.04909811168909073,-0.9333237409591675,0.9333237409591675
106,PatchTST,1,0.273837149143219,-0.9128678441047668,0.9128678441047668
106,iTransformer,2,-0.49984443187713623,-0.9030627012252808,0.9030627012252808
107,PatchTST,1,0.24326252937316895,-0.9128678441047668,0.9128678441047668
